item,itemLabel,startDate,endDate,sourceDate,psid
Q4496709,Armen Khachatryan,1999-11-02,2003-06-12,,Q4496709-DC0ECF29-8B1C-49D5-BEC4-E780229AAD26
Q708540,Artur Baghdasaryan,2003-06-12,2006-06-01,,Q708540-91642C28-1FA9-401C-8643-CE081B7E5D05
Q4461264,Tigran Torosyan,2006-06-01,2008-09-26,,Q4461264-C7EC76D6-1934-4388-84BE-EA60917170EC
Q4214151,Hrayr Karapetyan,2008-09-26,2008-09-29,,Q4214151-1F903BE5-76D0-467B-A5C6-00C9549C376A
Q2633067,Hovik Abrahamyan,2008-09-29,2011-11-21,,Q2633067-3852F253-4872-4843-9678-7110BA13120D
Q3249851,Samvel Nikoyan,2011-12-06,2012-05-31,,Q3249851-EED075B5-22A4-4E43-ADA5-15E55DB84374
Q2633067,Hovik Abrahamyan,2012-05-31,2014-04-13,,Q2633067-78F8DC76-9354-4FDF-9AB1-8D971C21AF9E
Q4403355,Galust Sahakyan,2014-04-29,2017-05-18,,Q4403355-F825D9FA-924D-4850-A6C1-E8B4F6E364AA
Q4074471,Ara Babloyan,2017,2018,,Q4074471-697EE9D6-CC65-4BF1-B54B-D46E3F45F3B5
Q31196321,Ararat Mirzoyan,2019-01-14,2021-08-02,,Q31196321-34B4AD9F-0555-4950-B1ED-343EA5D49E04
Q20513503,Alen Simonyan,2021-08-02,,,Q20513503-36031138-A729-40E1-B5A2-896A3D5B192F
